Прізвище,Ім’я,По-батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Власюк,Маруся,Юріївна,Жіноча,1977-11-12,Епідеміолог,хутір Немирів,"вулиця Софії Перовської, буд. 947, Ялта, 54390",+380 54 599-66-76,mariiamalyshko@example.org
Шевченко,Ярина,Іванівна,Жіноча,1942-06-11,Епідеміолог,село Алушта,"набережна Олександра Кутузакія, буд. 27 кв. 765, Кременець, 54706",+380 46 085-03-50,xiaremenko@example.net
Чаленко,Юстина,Володимирівна,Жіноча,1954-08-27,Інженер,хутір Феодосія,"вулиця Складська, буд. 61, Вуглегірськ, 46656",017 796-30-02,illiaatamaniuk@example.org
Титаренко,Галина,Сергіївна,Жіноча,1951-12-03,Парфюмер,село Ровеньки,"вулиця Пересипський 1-й, буд. 59, Підгородне, 76088",058 705-92-16,lukashillia@example.org
Данильчук,Лариса,Іванівна,Жіноча,1973-07-16,Стиліст,місто Вінниця,"парк Агрономічна, буд. 76 кв. 512, Новомосковськ, 02342",568 44 55,xdubyna@example.com
Остапчук,Віра,Анатоліївна,Жіноча,1956-02-26,Мінералог,хутір Судак ,"узвіз Лінія 37-ма, буд. 170 кв. 634, Миронівка, 44834",+380 97 652-69-81,zakhar72@example.org
Овчаренко,Ірена,Петрівна,Жіноча,2008-05-04,Няня,хутір Ізмаїл,"вулиця Геологічна, буд. 02 кв. 504, Підгородне, 27589",051 529 02 24,hutsuliakvalentyna@example.net
Салій,Емілія,Анатоліївна,Жіноча,1980-01-07,Живописець,хутір Дружківка,"сквер Восьмого Березня Лінія 5-та, буд. 2 кв. 052, Бібрка, 34468",+380 89 835 35 32,fzabashta@example.org
Данилюк,Ганна,Михайлівна,Жіноча,1996-02-12,Правник,село Долина ,"шосе Туристський, буд. 93 кв. 5, Бахчисарай, 74594",129 37 00,mariana78@example.net
Тихий,Ярина,Сергіївна,Жіноча,1958-10-29,Петрограф,селище Глухів,"узвіз 13-та Лінія 6-й ст. Люстдорфської дороги, буд. 942, Сокиряни, 54196",032 266 19 38,tarasenkodemian@example.net
Дерегус,Валентина,Павлівна,Жіноча,1939-06-25,Професор,хутір Федорівка,"проспект Садова 6-та, буд. 7 кв. 859, Новий Розділ, 76997",+380 50 279-90-44,rzatovkaniuk@example.net
Шинкаренко,Богданна,Сергіївна,Жіноча,1946-01-31,Детектив,селище Белз,"шосе Проценка, буд. 415, Новоазовськ, 87832",159 32 17,ievdokymenkokyrylo@example.net
Хмара,Марія,Сергіївна,Жіноча,1939-01-07,Бібліотекар,хутір Ямпіль,"шосе Гвардійська, буд. 65, Лиман , 63094",005 509-21-15,ichmil@example.net
Шевченко,Одарка,Андріївна,Жіноча,1962-05-23,Няня,селище Феодосія,"вулиця Героїв прикордонників, буд. 530 кв. 180, Калуш, 37182",953 19 96,iemelianenkovenedykt@example.com
Петренко,Варвара,Юріївна,Жіноча,2000-10-08,Палеонтолог,село Донецьк,"узвіз Східний, буд. 45, Тетіїв, 01242",010 33 44,ltelizhenko@example.org
Алексеєнко,Варвара,Олександрівна,Жіноча,1981-05-05,Локсмайстер,хутір Дрогобич,"площа Олександра Тимошенка, буд. 5, Валки , 81671",608 36 82,artemveres@example.org
Стус,Ліза,Іванівна,Жіноча,1955-05-26,Фармацевт,село Лебедин,"вулиця Одеська, буд. 90, Вільногірськ, 71612",+380 76 487-22-29,oleksandrsmyk@example.org
Іванченко,Ярослава,Анатоліївна,Жіноча,1962-01-25,Штукатур,місто Іршава,"площа Виїзна, буд. 81 кв. 52, Білогірськ, 14471",+380 06 639 03 61,herman59@example.com
Тичина,Варвара,Володимирівна,Жіноча,1990-02-05,Електромонтажник,місто Кам'янець-Подільський,"провулок Хаджибейський 1-й, буд. 65 кв. 82, Заліщики, 60897",009 574-75-08,hannaaleksiichuk@example.com
Даниленко,Лариса,Михайлівна,Жіноча,1996-03-02,Фольклорист,хутір Гола Пристань,"сквер Ванцетті, буд. 8, Зміїв, 72166",008-38-79,gmykhaliuk@example.com
Рудик,Володимира,Анатоліївна,Жіноча,1970-09-28,Бізнесмен,селище Рогатин,"проспект Центральна, буд. 417 кв. 46, Васильків, 20288",+380 00 738-13-64,daryna75@example.net
Чумак,Ірина,Михайлівна,Жіноча,1957-09-23,Складальник,село Коломия,"сквер Аркадійська, буд. 32, Мостиська, 12415",+380 90 165 75 04,mykhailynafilipenko@example.org
Захаренко,Едита,Юріївна,Жіноча,1939-02-14,Астронавт,місто Турка,"сквер Спаський, буд. 6, Острог, 60993",000 055-98-00,zasukhaorkhyp@example.org
Іщак,Вікторія,Іванівна,Жіноча,1979-11-26,Паралегал,хутір Вільногірськ,"узвіз ім. К.Г. Паустовського, буд. 5 кв. 66, Золоте, 56842",905 61 92,markoieromenko@example.org
Жаліло,Людмила,Петрівна,Жіноча,1994-06-15,Бізнесмен,місто Устилуг,"шосе Старопортофранківська, буд. 001, Бахчисарай, 82776",055 334 61 96,hokhrimenko@example.com
Якименко,Любов,Іванівна,Жіноча,1998-01-04,Фрілансер,місто Новомиргород,"вулиця Мечникова, буд. 524 кв. 88, Вознесенськ, 37213",003 062-81-24,gvernydub@example.net
Ляшко,Альбіна,Олександрівна,Жіноча,1957-08-29,Мовознавець,село Армянськ,"узвіз Студена, буд. 62, Курахове, 07976",+380 68 093-63-02,pavlosirko@example.net
Якимчук,Богданна,Володимирівна,Жіноча,1942-12-03,Співак,місто Хуст,"провулок Академіка Заболотного, буд. 4 кв. 989, Радомишль, 66338",+380 25 936 45 27,shukhevychvasyl@example.net
Дубенко,Софія,Сергіївна,Жіноча,1970-01-07,Сантехнік,селище Тростянець,"узвіз Суднобудівна, буд. 0, Хрестівка, 50745",+380 15 136-07-97,demianiukiosyp@example.com
Сиротенко,Лариса,Юріївна,Жіноча,1951-05-03,Астрофізик,місто Роздільна,"набережна Академіка Корольова, буд. 04 кв. 109, Ізюм, 66384",012 566-68-60,hennadii10@example.net
Охримович,Марʼяна,Андріївна,Жіноча,1982-03-28,Художник,село Зіньків,"парк Південна, буд. 761 кв. 5, Синельникове, 38634",737-41-75,vlasiukielysaveta@example.net
Єсипенко,Варвара,Олександрівна,Жіноча,1995-08-26,Льотчик,селище Армянськ,"провулок Сирітський 2-й, буд. 195, Вугледар, 05242",036 459 37 41,tesliarozaliia@example.com
Павленко,Дарина,Михайлівна,Жіноча,1958-08-25,Дерун,хутір Роздільна,"вулиця Коблевська, буд. 7 кв. 6, Знам'янка, 53289",+380 90 456-50-71,lubenetsleontii@example.net
Данильчук,Роксолана,Михайлівна,Жіноча,1993-05-09,М'ясник,місто Ківерці,"провулок Амурська, буд. 218 кв. 4, Жданівка, 74235",+380 20 983-44-29,ievahaievskyi@example.com
Макогон,Орина,Юріївна,Жіноча,1944-04-09,Графік,селище Дубно,"провулок Краснослобідська, буд. 21 кв. 250, Корсунь-Шевченківський, 77382",969-92-24,sfareniuk@example.net
Сірко,Михайлина,Сергіївна,Жіноча,1976-11-11,Модельєр,хутір Яготин,"набережна Республіканська, буд. 361 кв. 389, Сулимівка (Слов'янськ), 48230",+380 15 395-81-21,havryliviryna@example.org
Данчук,Юстина,Андріївна,Жіноча,1977-10-26,Геолог,хутір Боково-Хрустальне,"парк Сєченова, буд. 1, Білозерське, 03655",574-01-41,oles98@example.com
Акименко,Вікторія,Володимирівна,Жіноча,1970-02-01,Нотаріус,селище Щолкіне,"вулиця Чорноморський 11-й, буд. 793 кв. 98, Армянськ, 66506",009 801 50 86,derkachalbert@example.net
Ковалюк,Василина,Олександрівна,Жіноча,1974-06-22,Стропальник,хутір Кобеляки,"сквер Чорноморський 13-й, буд. 047, Винники, 88478",+380 16 973 61 82,vdovenkoopanas@example.com
Ванченко,Вікторія,Андріївна,Жіноча,1986-01-06,Бухгалтер,місто Коростень,"шосе Миколи Бажана, буд. 11, Бучач, 98632",+380 17 109-20-64,dankevychkhoma@example.com
